PostCode;Municipality
4265;Aalburg
4266;Aalburg
4267;Aalburg
4268;Aalburg
4269;Aalburg
4271;Werkendam
4273;Werkendam
4281;Woudrichem
4283;Woudrichem
4284;Woudrichem
4285;Woudrichem
4286;Woudrichem
4287;Woudrichem
4288;Woudrichem
4301;Schouwen-Duiveland
4302;Schouwen-Duiveland
4303;Schouwen-Duiveland
4305;Schouwen-Duiveland
4306;Schouwen-Duiveland
4307;Schouwen-Duiveland
4308;Schouwen-Duiveland
4311;Schouwen-Duiveland
4315;Schouwen-Duiveland
4316;Schouwen-Duiveland
4317;Schouwen-Duiveland
4318;Schouwen-Duiveland
4321;Schouwen-Duiveland
4322;Schouwen-Duiveland
4323;Schouwen-Duiveland
4325;Schouwen-Duiveland
4326;Schouwen-Duiveland
4327;Schouwen-Duiveland
4328;Schouwen-Duiveland
4331;Middelburg
4332;Middelburg
4333;Middelburg
4334;Middelburg
4335;Middelburg
4336;Middelburg
4337;Middelburg
4338;Middelburg
4339;Middelburg
4341;Middelburg
4351;Veere
4352;Veere
4353;Veere
4354;Veere
4356;Veere
4357;Veere
4361;Veere
4363;Veere
4364;Veere
4365;Veere
4371;Veere
4373;Veere
4374;Veere
4381;Vlissingen
4382;Vlissingen
4383;Vlissingen
4384;Vlissingen
4385;Vlissingen
4386;Vlissingen
4387;Vlissingen
4388;Vlissingen
4389;Vlissingen
4401;Reimerswaal
4411;Reimerswaal
4413;Reimerswaal
4414;Reimerswaal
4415;Reimerswaal
4416;Reimerswaal
4417;Reimerswaal
4421;Kapelle
4423;Kapelle
4424;Kapelle
4431;Borsele
4433;Borsele
4434;Borsele
4435;Borsele
4436;Borsele
4437;Borsele
4438;Borsele
4441;Borsele
4443;Borsele
4444;Borsele
4451;Borsele
4453;Borsele
4454;Borsele
4455;Borsele
4456;Borsele
4458;Goes
4461;Goes
4462;Goes
4463;Goes
4464;Goes
4465;Goes
4471;Goes
4472;Goes
4474;Goes
4475;Goes
4481;Goes
4482;Kapelle
4484;Noord-Beveland
4485;Noord-Beveland
4486;Noord-Beveland
4491;Noord-Beveland
4493;Noord-Beveland
4494;Noord-Beveland
4501;Sluis
4503;Sluis
4504;Sluis
4505;Sluis
4506;Sluis
4507;Sluis
4508;Sluis
4511;Sluis
4513;Sluis
4515;Sluis
4521;Terneuzen
4522;Sluis
4524;Sluis
4525;Sluis
4527;Sluis
4528;Sluis
4529;Sluis
4531;Terneuzen
4532;Terneuzen
4533;Terneuzen
4535;Terneuzen
4536;Terneuzen
4537;Terneuzen
4538;Terneuzen
4539;Terneuzen
4541;Terneuzen
4542;Terneuzen
4543;Terneuzen
4551;Terneuzen
4553;Terneuzen
4554;Terneuzen
4561;Hulst
4562;Hulst
4564;Hulst
4565;Hulst
4566;Hulst
4567;Hulst
4568;Hulst
4569;Hulst
4571;Terneuzen
4574;Terneuzen
4575;Terneuzen
4576;Terneuzen
4581;Hulst
4583;Hulst
4584;Hulst
4585;Hulst
4586;Hulst
4587;Hulst
4588;Hulst
4589;Hulst
4611;Bergen op Zoom
4612;Bergen op Zoom
4613;Bergen op Zoom
4614;Bergen op Zoom
4615;Bergen op Zoom
4616;Bergen op Zoom
4617;Bergen op Zoom
4621;Bergen op Zoom
4622;Bergen op Zoom
4623;Bergen op Zoom
4624;Bergen op Zoom
4625;Bergen op Zoom
4631;Woensdrecht
4634;Woensdrecht
4635;Woensdrecht
4641;Woensdrecht
4645;Woensdrecht
4651;Steenbergen
4652;Steenbergen
4655;Steenbergen
4661;Bergen op Zoom
4664;Bergen op Zoom
4671;Steenbergen
4675;Tholen
4681;Steenbergen
4691;Tholen
4693;Tholen
4694;Tholen
4695;Tholen
4696;Tholen
4697;Tholen
4698;Tholen
4701;Roosendaal
4702;Roosendaal
4703;Roosendaal
4704;Roosendaal
4705;Roosendaal
4706;Roosendaal
4707;Roosendaal
4708;Roosendaal
4709;Roosendaal
4711;Rucphen
4714;Rucphen
4715;Rucphen
4721;Rucphen
4722;Rucphen
4724;Roosendaal
4725;Roosendaal
4726;Roosendaal
4727;Roosendaal
4731;Halderberge
4735;Rucphen
4741;Halderberge
4744;Halderberge
4751;Halderberge
4754;Halderberge
4756;Steenbergen
4758;Moerdijk
4759;Moerdijk
4761;Moerdijk
4762;Moerdijk
4765;Moerdijk
4766;Drimmelen
4771;Moerdijk
4772;Moerdijk
4781;Moerdijk
4782;Moerdijk
4791;Moerdijk
4793;Moerdijk
4794;Moerdijk
4796;Moerdijk
4797;Moerdijk
4811;Breda
4812;Breda
4813;Breda
4814;Breda
4815;Breda
4816;Breda
4817;Breda
4818;Breda
4819;Breda
4822;Breda
4823;Breda
4824;Breda
4825;Breda
4826;Breda
4827;Breda
4834;Breda
4835;Breda
4836;Breda
4837;Breda
4838;Breda
4839;Breda
4841;Breda
4844;Drimmelen
4845;Drimmelen
4847;Breda
4849;Oosterhout
4851;Breda
4854;Breda
4855;Alphen-Chaam
4856;Alphen-Chaam
4858;Alphen-Chaam
4859;Alphen-Chaam
4861;Alphen-Chaam
4871;Etten-Leur
4872;Etten-Leur
4873;Etten-Leur
4874;Etten-Leur
4875;Etten-Leur
4876;Etten-Leur
4877;Etten-Leur
4878;Etten-Leur
4879;Etten-Leur
4881;Zundert
4882;Zundert
4884;Zundert
4885;Zundert
4891;Zundert
4901;Oosterhout
4902;Oosterhout
4903;Oosterhout
4904;Oosterhout
4905;Oosterhout
4906;Oosterhout
4907;Oosterhout
4908;Oosterhout
4909;Oosterhout
4911;Oosterhout
4921;Drimmelen
4924;Drimmelen
4926;Drimmelen
4927;Drimmelen
4931;Geertruidenberg
4941;Geertruidenberg
4942;Geertruidenberg
4944;Geertruidenberg
5011;Tilburg
5012;Tilburg
5013;Tilburg
5014;Tilburg
5015;Tilburg
5017;Tilburg
5018;Tilburg
5021;Tilburg
5022;Tilburg
5025;Tilburg
5026;Tilburg
5032;Tilburg
5035;Tilburg
5036;Tilburg
5037;Tilburg
5038;Tilburg
5041;Tilburg
5042;Tilburg
5043;Tilburg
5044;Tilburg
5045;Tilburg
5046;Tilburg
5047;Tilburg
5048;Tilburg
5049;Tilburg
5051;Goirle
5052;Goirle
5053;Goirle
5056;Tilburg
5059;Oisterwijk
5061;Oisterwijk
5062;Oisterwijk
5063;Oisterwijk
5066;Oisterwijk
5071;Tilburg
5074;Haaren
5076;Haaren
5081;Hilvarenbeek
5084;Hilvarenbeek
5085;Hilvarenbeek
5087;Hilvarenbeek
5089;Hilvarenbeek
5091;Oirschot
5094;Reusel-DeMierden
5095;Reusel-DeMierden
5096;Reusel-DeMierden
5101;Dongen
5102;Dongen
5103;Dongen
5104;Dongen
5105;Dongen
5106;Dongen
5107;Dongen
5109;Dongen
5111;Baarle-Nassau
5113;Baarle-Nassau
5114;Baarle-Nassau
5121;Gilze en Rijen
5122;Gilze en Rijen
5124;Gilze en Rijen
5125;Gilze en Rijen
5126;Gilze en Rijen
5131;Alphen-Chaam
5133;Goirle
5141;Waalwijk
5142;Waalwijk
5143;Waalwijk
5144;Waalwijk
5145;Waalwijk
5146;Waalwijk
5151;Heusden
5152;Heusden
5154;Heusden
5161;Waalwijk
5165;Waalwijk
5171;Loon op Zand
5172;Loon op Zand
5175;Loon op Zand
5176;Loon op Zand
5211;'s-Hertogenbosch
5212;'s-Hertogenbosch
5213;'s-Hertogenbosch
5215;'s-Hertogenbosch
5216;'s-Hertogenbosch
5221;'s-Hertogenbosch
5222;'s-Hertogenbosch
5223;'s-Hertogenbosch
5224;'s-Hertogenbosch
5231;'s-Hertogenbosch
5232;'s-Hertogenbosch
5233;'s-Hertogenbosch
5234;'s-Hertogenbosch
5235;'s-Hertogenbosch
5236;'s-Hertogenbosch
5237;'s-Hertogenbosch
5241;'s-Hertogenbosch
5242;'s-Hertogenbosch
5243;'s-Hertogenbosch
5244;'s-Hertogenbosch
5245;'s-Hertogenbosch
5246;'s-Hertogenbosch
5247;'s-Hertogenbosch
5248;'s-Hertogenbosch
5249;'s-Hertogenbosch
5251;Heusden
5252;Heusden
5253;Heusden
5254;Heusden
5256;Heusden
5258;Sint-Michielsgestel
5261;Vught
5262;Vught
5263;Vught
5264;Vught
5266;Vught
5268;Haaren
5271;Sint-Michielsgestel
5272;Sint-Michielsgestel
5275;Sint-Michielsgestel
5281;Boxtel
5282;Boxtel
5283;Boxtel
5291;Sint-Michielsgestel
5292;Sint-Michielsgestel
5293;Sint-Michielsgestel
5294;Sint-Michielsgestel
5296;Haaren
5298;Boxtel
5301;Zaltbommel
5302;Zaltbommel
5305;Zaltbommel
5306;Zaltbommel
5307;Zaltbommel
5308;Zaltbommel
5311;Zaltbommel
5313;Zaltbommel
5314;Zaltbommel
5315;Zaltbommel
5316;Zaltbommel
5317;Zaltbommel
5318;Zaltbommel
5321;Maasdriel
5324;Maasdriel
5325;Maasdriel
5327;Maasdriel
5328;Maasdriel
5331;Maasdriel
5333;Maasdriel
5334;Maasdriel
5335;Maasdriel
5341;Oss
5342;Oss
5343;Oss
5344;Oss
5345;Oss
5346;Oss
5347;Oss
5348;Oss
5349;Oss
5351;Oss
5361;Grave
5363;Grave
5364;Grave
5366;Oss
5367;Oss
5368;Oss
5371;Oss
5373;Oss
5374;Landerd
5375;Landerd
5381;Oss
5382;Oss
5383;Oss
5384;Bernheze
5386;Oss
5388;Bernheze
5391;Oss
5392;Oss
5394;Oss
5395;Oss
5396;Oss
5397;Oss
5398;Oss
5401;Uden
5402;Uden
5403;Uden
5404;Uden
5405;Uden
5406;Uden
5408;Uden
5409;Uden
5411;Landerd
5421;Gemert-Bakel
5422;Gemert-Bakel
5423;Gemert-Bakel
5424;Gemert-Bakel
5425;Gemert-Bakel
5427;Boekel
5428;Boekel
5431;Cuijk
5432;Cuijk
5433;Cuijk
5434;Cuijk
5435;Cuijk
5437;Cuijk
5438;Grave
5439;Cuijk
5441;Boxmeer
5443;Cuijk
5445;Sint Anthonis
5446;Sint Anthonis
5447;Boxmeer
5449;Sint Anthonis
5451;Mill en Sint Hubert
5453;Mill en Sint Hubert
5454;Mill en Sint Hubert
5455;Mill en Sint Hubert
5461;Veghel
5462;Veghel
5463;Veghel
5464;Veghel
5465;Veghel
5466;Veghel
5467;Veghel
5469;Veghel
5471;Bernheze
5472;Bernheze
5473;Bernheze
5476;Bernheze
5481;Schijndel
5482;Schijndel
5491;Sint-Oedenrode
5492;Sint-Oedenrode
5501;Veldhoven
5502;Veldhoven
5503;Veldhoven
5504;Veldhoven
5505;Veldhoven
5506;Veldhoven
5507;Veldhoven
5508;Veldhoven
5509;Veldhoven
5511;Eersel
5512;Eersel
5513;Eersel
5521;Eersel
5524;Eersel
5525;Eersel
5527;Bladel
5528;Bladel
5529;Bladel
5531;Bladel
5534;Bladel
5541;Reusel-DeMierden
5551;Valkenswaard
5552;Valkenswaard
5553;Valkenswaard
5554;Valkenswaard
5555;Valkenswaard
5556;Valkenswaard
5561;Bergeijk
5563;Bergeijk
5571;Bergeijk
5575;Bergeijk
5581;Waalre
5582;Waalre
5583;Waalre
5591;Heeze-Leende
5595;Heeze-Leende
5611;Eindhoven
5612;Eindhoven
5613;Eindhoven
5614;Eindhoven
5615;Eindhoven
5616;Eindhoven
5617;Eindhoven
5621;Eindhoven
5622;Eindhoven
5623;Eindhoven
5624;Eindhoven
5625;Eindhoven
5626;Eindhoven
5627;Eindhoven
5628;Eindhoven
5629;Eindhoven
5631;Eindhoven
5632;Eindhoven
5633;Eindhoven
5641;Eindhoven
5642;Eindhoven
5643;Eindhoven
5644;Eindhoven
5645;Eindhoven
5646;Eindhoven
5647;Eindhoven
5651;Eindhoven
5652;Eindhoven
5653;Eindhoven
5654;Eindhoven
5655;Eindhoven
5656;Eindhoven
5657;Eindhoven
5658;Eindhoven
5661;Geldrop-Mierlo
5662;Geldrop-Mierlo
5663;Geldrop-Mierlo
5664;Geldrop-Mierlo
5665;Geldrop-Mierlo
5666;Geldrop-Mierlo
5667;Geldrop-Mierlo
5671;Nuenen, Gerwen en Nederwetten
5672;Nuenen, Gerwen en Nederwetten
5673;Nuenen, Gerwen en Nederwetten
5674;Nuenen, Gerwen en Nederwetten
5681;Best
5682;Best
5683;Best
5684;Best
5685;Best
5688;Oirschot
5689;Oirschot
5691;Son en Breugel
5692;Son en Breugel
5694;Son en Breugel
5701;Helmond
5702;Helmond
5703;Helmond
5704;Helmond
5705;Helmond
5706;Helmond
5707;Helmond
5708;Helmond
5709;Helmond
5711;Someren
5712;Someren
5715;Someren
5721;Asten
5724;Asten
5725;Asten
5731;Geldrop-Mierlo
5735;Laarbeek
5737;Laarbeek
5738;Laarbeek
5741;Laarbeek
5751;Deurne
5752;Deurne
5753;Deurne
5754;Deurne
5756;Deurne
5757;Deurne
5758;Deurne
5759;Deurne
5761;Gemert-Bakel
5763;Gemert-Bakel
5764;Gemert-Bakel
5766;HorstaandeMaas
5768;Peel en Maas
5801;Venray
5802;Venray
5803;Venray
5804;Venray
5807;Venray
5808;Venray
5809;Venray
5811;Venray
5812;Venray
5813;Venray
5814;Venray
5815;Venray
5816;Venray
5817;Venray
5821;Boxmeer
5823;Boxmeer
5824;Boxmeer
5825;Boxmeer
5826;Boxmeer
5827;Boxmeer
5831;Boxmeer
5835;Boxmeer
5836;Boxmeer
5841;Sint Anthonis
5843;Sint Anthonis
5844;Sint Anthonis
5845;Sint Anthonis
5846;Sint Anthonis
5851;Bergen(L.)
5853;Bergen(L.)
5854;Bergen(L.)
5855;Bergen(L.)
5856;Bergen(L.)
5861;Venray
5862;Venray
5863;Venray
5864;HorstaandeMaas
5865;HorstaandeMaas
5866;HorstaandeMaas
5871;HorstaandeMaas
5872;HorstaandeMaas
5911;Venlo
5912;Venlo
5913;Venlo
5914;Venlo
5915;Venlo
5916;Venlo
5921;Venlo
5922;Venlo
5923;Venlo
5924;Venlo
5925;Venlo
5926;Venlo
5927;Venlo
5928;Venlo
5931;Venlo
5932;Venlo
5935;Venlo
5941;Venlo
5943;Venlo
5944;Venlo
5951;Venlo
5953;Beesel
5954;Beesel
5961;Horstaande Maas
5962;Horstaande Maas
5963;Horstaande Maas
5964;Horstaande Maas
5966;Horstaande Maas
5971;Horstaande Maas
5973;Horstaande Maas
5975;Horstaande Maas
5976;Horstaande Maas
5977;Horstaande Maas
5981;Peel en Maas
5984;Peel en Maas
5985;Peel en Maas
5986;Peel en Maas
5987;Peel en Maas
5988;Peel en Maas
5991;Peel en Maas
5993;Peel en Maas
5995;Peel en Maas
6001;Weert
6002;Weert
6003;Weert
6004;Weert
6005;Weert
6006;Weert
6011;Leudal
6012;Leudal
6013;Leudal
6014;Leudal
6015;Leudal
6017;Maasgouw
6019;Maasgouw
6021;Cranendonck
6023;Cranendonck
6024;Cranendonck
6026;Cranendonck
6027;Cranendonck
6028;Cranendonck
6029;Heeze-Leende
6031;Nederweert
6034;Nederweert
6035;Nederweert
6037;Leudal
6039;Weert
6041;Roermond
6042;Roermond
6043;Roermond
6044;Roermond
6045;Roermond
6049;Roermond
6051;Maasgouw
6061;Roerdalen
6063;Roerdalen
6065;Roerdalen
6067;Maasgouw
6071;Roermond
6074;Roerdalen
6075;Roerdalen
6077;Roerdalen
6081;Leudal
6082;Leudal
6083;Leudal
6085;Leudal
6086;Leudal
6088;Leudal
6089;Leudal
6091;Nederweert
6092;Nederweert
6093;Leudal
6095;Leudal
6096;Leudal
6097;Maasgouw
6099;Maasgouw
6101;Echt-Susteren
6102;Echt-Susteren
6104;Echt-Susteren
6105;Echt-Susteren
6107;Maasgouw
6109;Maasgouw
6111;Echt-Susteren
6112;Echt-Susteren
6114;Echt-Susteren
6116;Echt-Susteren
6118;Echt-Susteren
6121;Sittard-Geleen
6122;Sittard-Geleen
6123;Sittard-Geleen
6124;Sittard-Geleen
6125;Sittard-Geleen
6127;Sittard-Geleen
6129;Stein
6131;Sittard-Geleen
6132;Sittard-Geleen
6133;Sittard-Geleen
6134;Sittard-Geleen
6135;Sittard-Geleen
6136;Sittard-Geleen
6137;Sittard-Geleen
6141;Sittard-Geleen
6142;Sittard-Geleen
6143;Sittard-Geleen
6151;Sittard-Geleen
6153;Sittard-Geleen
6155;Schinnen
6161;Sittard-Geleen
6162;Sittard-Geleen
6163;Sittard-Geleen
6164;Sittard-Geleen
6165;Sittard-Geleen
6166;Sittard-Geleen
6167;Sittard-Geleen
6171;Stein
6174;Schinnen
6176;Beek
6181;Stein
6191;Beek
6199;Beek
6211;Maastricht
6212;Maastricht
6213;Maastricht
6214;Maastricht
6215;Maastricht
6216;Maastricht
6217;Maastricht
6218;Maastricht
6219;Maastricht
6221;Maastricht
6222;Maastricht
6223;Maastricht
6224;Maastricht
6225;Maastricht
6226;Maastricht
6227;Maastricht
6228;Maastricht
6229;Maastricht
6231;Meerssen
6235;Meerssen
6237;Meerssen
6241;Meerssen
6243;Meerssen
6245;Eijsden-Margraten
6247;Eijsden-Margraten
6251;Eijsden-Margraten
6252;Eijsden-Margraten
6255;Eijsden-Margraten
6261;Eijsden-Margraten
6262;Eijsden-Margraten
6265;Eijsden-Margraten
6267;Eijsden-Margraten
6268;Eijsden-Margraten
6269;Eijsden-Margraten
6271;Gulpen-Wittem
6273;Gulpen-Wittem
6274;Gulpen-Wittem
6276;Gulpen-Wittem
6277;Gulpen-Wittem
6278;Gulpen-Wittem
6281;Gulpen-Wittem
6285;Gulpen-Wittem
6286;Gulpen-Wittem
6287;Gulpen-Wittem
6289;Gulpen-Wittem
6291;Vaals
6294;Vaals
6295;Vaals
6301;Valkenburg aan de Geul
6305;Valkenburg aan de Geul
6307;Eijsden-Margraten
6311;Voerendaal
6312;Voerendaal
6321;Gulpen-Wittem
6325;Valkenburg aan de Geul
6333;Nuth
6336;Nuth
6341;Valkenburg aan de Geul
6342;Valkenburg aan de Geul
6343;Voerendaal
6351;Simpelveld
6353;Simpelveld
6361;Nuth
6363;Nuth
6365;Schinnen
6367;Voerendaal
6369;Simpelveld
6371;Landgraaf
6372;Landgraaf
6373;Landgraaf
6374;Landgraaf
6411;Heerlen
6412;Heerlen
6413;Heerlen
6414;Heerlen
6415;Heerlen
6416;Heerlen
6417;Heerlen
6418;Heerlen
6419;Heerlen
6421;Heerlen
6422;Heerlen
6431;Heerlen
6432;Heerlen
6433;Heerlen
6436;Schinnen
6438;Schinnen
6439;Schinnen
6441;Brunssum
6442;Brunssum
6443;Brunssum
6444;Brunssum
6445;Brunssum
6446;Brunssum
6447;Onderbanken
6451;Onderbanken
6454;Onderbanken
6456;Onderbanken
6461;Kerkrade
6462;Kerkrade
6463;Kerkrade
6464;Kerkrade
6465;Kerkrade
6466;Kerkrade
6467;Kerkrade
6468;Kerkrade
6469;Kerkrade
6471;Kerkrade
6511;Nijmegen
6512;Nijmegen
6515;Nijmegen
6521;Nijmegen
6522;Nijmegen
6523;Nijmegen
6524;Nijmegen
6525;Nijmegen
6531;Nijmegen
6532;Nijmegen
6533;Nijmegen
6534;Nijmegen
6535;Nijmegen
6536;Nijmegen
6537;Nijmegen
6538;Nijmegen
6541;Nijmegen
6542;Nijmegen
6543;Nijmegen
6544;Nijmegen
6545;Nijmegen
6546;Nijmegen
6551;Beuningen
6561;Groesbeek
6562;Groesbeek
6564;Groesbeek
6566;Millingen aan de Rijn
6571;Groesbeek
6572;Ubbergen
6573;Ubbergen
6574;Ubbergen
6575;Ubbergen
6576;Ubbergen
6577;Ubbergen
6578;Ubbergen
6579;Ubbergen
6581;Heumen
6582;Heumen
6584;Mook en Middelaar
6585;Mook en Middelaar
6586;Mook en Middelaar
6587;Mook en Middelaar
6591;Gennep
6595;Gennep
6596;Gennep
6598;Gennep
6599;Gennep
6601;Wijchen
6602;Wijchen
6603;Wijchen
6604;Wijchen
6605;Wijchen
6606;Wijchen
6611;Heumen
6612;Heumen
6613;Wijchen
6615;Wijchen
6616;Wijchen
6617;Wijchen
6621;West Maas en Waal
6624;Maasdriel
6626;West Maas en Waal
6627;West Maas en Waal
6628;West Maas en Waal
6629;West Maas en Waal
6631;Druten
6634;Wijchen
6641;Beuningen
6642;Beuningen
6644;Beuningen
6645;Beuningen
6651;Druten
6652;Druten
6653;Druten
6654;Druten
6655;Druten
6657;West Maas en Waal
6658;West Maas en Waal
6659;West Maas en Waal
6661;Overbetuwe
6662;Overbetuwe
6663;Nijmegen
6665;Overbetuwe
6666;Overbetuwe
6668;Overbetuwe
6669;Neder-Betuwe
6671;Overbetuwe
6672;Overbetuwe
6673;Overbetuwe
6674;Overbetuwe
6675;Overbetuwe
6676;Overbetuwe
6677;Overbetuwe
6678;Overbetuwe
6681;Lingewaard
6684;Lingewaard
6685;Lingewaard
6686;Lingewaard
6687;Lingewaard
6691;Lingewaard
6701;Wageningen
6702;Wageningen
6703;Wageningen
6704;Wageningen
6705;Wageningen
6706;Wageningen
6707;Wageningen
6708;Wageningen
6709;Wageningen
6711;Ede
6712;Ede
6713;Ede
6714;Ede
6715;Ede
6716;Ede
6717;Ede
6718;Ede
6721;Ede
6731;Ede
6732;Ede
6733;Ede
6741;Ede
6744;Ede
6745;Ede
6811;Arnhem
6812;Arnhem
6813;Arnhem
6814;Arnhem
6815;Arnhem
6816;Arnhem
6821;Arnhem
6822;Arnhem
6823;Arnhem
6824;Arnhem
6825;Arnhem
6826;Arnhem
6827;Arnhem
6828;Arnhem
6831;Arnhem
6832;Arnhem
6833;Arnhem
6834;Arnhem
6835;Arnhem
6836;Arnhem
6841;Arnhem
6842;Arnhem
6843;Arnhem
6844;Arnhem
6845;Arnhem
6846;Arnhem
6851;Lingewaard
6852;Lingewaard
6861;Renkum
6862;Renkum
6865;Renkum
6866;Renkum
6869;Renkum
6871;Renkum
6874;Renkum
6877;Ede
6881;Rheden
6882;Rheden
6883;Rheden
6891;Rozendaal
6901;Zevenaar
6902;Zevenaar
6903;Zevenaar
6904;Zevenaar
6905;Zevenaar
6909;Zevenaar
6911;Rijnwaarden
6913;Rijnwaarden
6914;Rijnwaarden
6915;Rijnwaarden
6916;Rijnwaarden
6917;Rijnwaarden
6921;Duiven
6922;Duiven
6923;Duiven
6924;Duiven
6931;Westervoort
6932;Westervoort
6941;Montferland
6942;Montferland
6951;Rheden
6952;Rheden
6953;Rheden
6955;Rheden
6956;Rheden
6957;Rheden
6961;Brummen
6964;Brummen
6971;Brummen
6974;Brummen
6975;Brummen
6981;Doesburg
6982;Doesburg
6983;Doesburg
6984;Doesburg
6986;Zevenaar
6987;Zevenaar
6988;Zevenaar
6991;Rheden
6994;Rheden
6996;Bronckhorst
6997;Bronckhorst
6998;Bronckhorst
6999;Bronckhorst
7001;Doetinchem
7002;Doetinchem
7003;Doetinchem
7004;Doetinchem
7005;Doetinchem
7006;Doetinchem
7007;Doetinchem
7008;Doetinchem
7009;Doetinchem
7011;Doetinchem
7021;Bronckhorst
7025;Bronckhorst
7031;Doetinchem
7035;Montferland
7036;Montferland
7037;Montferland
7038;Montferland
7039;Montferland
7041;Montferland
7044;Montferland
7045;Montferland
7046;Montferland
7047;Montferland
7048;Montferland
7051;OudeIJsselstreek
7054;OudeIJsselstreek
7055;OudeIJsselstreek
7061;OudeIJsselstreek
7064;OudeIJsselstreek
7065;OudeIJsselstreek
7071;OudeIJsselstreek
7075;OudeIJsselstreek
7076;OudeIJsselstreek
7077;OudeIJsselstreek
7078;OudeIJsselstreek
7081;OudeIJsselstreek
7083;OudeIJsselstreek
7084;OudeIJsselstreek
7091;Aalten
7095;Aalten
7101;Winterswijk
7102;Winterswijk
7103;Winterswijk
7104;Winterswijk
7105;Winterswijk
7106;Winterswijk
7107;Winterswijk
7108;Winterswijk
7109;Winterswijk
7113;Winterswijk
7115;Winterswijk
7119;Winterswijk
7121;Aalten
7122;Aalten
7123;Aalten
7126;Aalten
7131;OostGelre
7132;OostGelre
7134;OostGelre
7135;OostGelre
7136;OostGelre
7137;OostGelre
7141;OostGelre
7142;OostGelre
7151;Berkelland
7152;Berkelland
7156;Berkelland
7157;Berkelland
7161;Berkelland
7165;Berkelland
7201;Zutphen
7202;Zutphen
7203;Zutphen
7204;Zutphen
7205;Zutphen
7206;Zutphen
7207;Zutphen
7211;Lochem
7213;Lochem
7214;Lochem
7215;Lochem
7216;Lochem
7217;Lochem
7218;Lochem
7221;Bronckhorst
7223;Bronckhorst
7224;Bronckhorst
7225;Bronckhorst
7226;Bronckhorst
7227;Bronckhorst
7231;Zutphen
7232;Zutphen
7233;Bronckhorst
7234;Bronckhorst
7241;Lochem
7242;Lochem
7244;Lochem
7245;Lochem
7251;Bronckhorst
7255;Bronckhorst
7256;Bronckhorst
7261;Berkelland
7263;OostGelre
7271;Berkelland
7273;Berkelland
7274;Berkelland
7275;Berkelland
7311;Apeldoorn
7312;Apeldoorn
7313;Apeldoorn
7314;Apeldoorn
7315;Apeldoorn
7316;Apeldoorn
7317;Apeldoorn
7321;Apeldoorn
7322;Apeldoorn
7323;Apeldoorn
7324;Apeldoorn
7325;Apeldoorn
7326;Apeldoorn
7327;Apeldoorn
7328;Apeldoorn
7329;Apeldoorn
7331;Apeldoorn
7332;Apeldoorn
7333;Apeldoorn
7334;Apeldoorn
7335;Apeldoorn
7336;Apeldoorn
7339;Apeldoorn
7341;Apeldoorn
7345;Apeldoorn
7346;Apeldoorn
7348;Apeldoorn
7351;Apeldoorn
7352;Ede
7361;Apeldoorn
7364;Apeldoorn
7371;Apeldoorn
7381;Apeldoorn
7382;Voorst
7383;Voorst
7384;Voorst
7391;Voorst
7392;Voorst
7395;Voorst
7396;Voorst
7397;Voorst
7399;Brummen
7411;Deventer
7412;Deventer
7413;Deventer
7414;Deventer
7415;Deventer
7416;Deventer
7417;Deventer
7418;Deventer
7419;Deventer
7421;Deventer
7422;Deventer
7423;Deventer
7424;Deventer
7425;Deventer
7426;Deventer
7427;Deventer
7428;Deventer
7429;Deventer
7431;Deventer
7433;Deventer
7434;Deventer
7435;Deventer
7437;Deventer
7439;Voorst
7441;Hellendoorn
7442;Hellendoorn
7443;Hellendoorn
7447;Hellendoorn
7448;Hellendoorn
7451;Rijssen-Holten
7461;Rijssen-Holten
7462;Rijssen-Holten
7463;Rijssen-Holten
7466;Wierden
7467;Wierden
7468;Wierden
7471;HofvanTwente
7472;HofvanTwente
7475;HofvanTwente
7478;HofvanTwente
7481;Haaksbergen
7482;Haaksbergen
7483;Haaksbergen
7491;HofvanTwente
7495;HofvanTwente
7496;HofvanTwente
7497;HofvanTwente
7511;Enschede
7512;Enschede
7513;Enschede
7514;Enschede
7521;Enschede
7522;Enschede
7523;Enschede
7524;Enschede
7525;Enschede
7531;Enschede
7532;Enschede
7533;Enschede
7534;Enschede
7535;Enschede
7536;Enschede
7541;Enschede
7542;Enschede
7543;Enschede
7544;Enschede
7545;Enschede
7546;Enschede
7547;Enschede
7548;Enschede
7551;Hengelo
7552;Hengelo
7553;Hengelo
7554;Hengelo
7555;Hengelo
7556;Hengelo
7557;Hengelo
7558;Hengelo
7559;Hengelo
7561;Dinkelland
7562;Oldenzaal
7571;Oldenzaal
7572;Oldenzaal
7573;Oldenzaal
7574;Oldenzaal
7575;Oldenzaal
7576;Oldenzaal
7577;Oldenzaal
7581;Losser
7582;Losser
7585;Losser
7586;Losser
7587;Losser
7588;Losser
7591;Dinkelland
7595;Dinkelland
7596;Dinkelland
7597;Dinkelland
7601;Almelo
7602;Almelo
7603;Almelo
7604;Almelo
7605;Almelo
7606;Almelo
7607;Almelo
7608;Almelo
7609;Almelo
7610;Almelo
7611;Almelo
7614;Tubbergen
7615;Tubbergen
7621;Borne
7622;Borne
7623;Borne
7625;Borne
7626;Borne
7627;Almelo
7631;Dinkelland
7634;Dinkelland
7635;Dinkelland
7636;Dinkelland
7637;Dinkelland
7638;Dinkelland
7641;Wierden
7642;Wierden
7645;Wierden
7651;Tubbergen
7661;Tubbergen
7662;Tubbergen
